S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2246,28/07/2020,Bihar,41244,13461,27530,253
2247,29/07/2020,Bihar,43843,14718,28856,269
2248,30/07/2020,Bihar,46080,15482,30320,278
2249,31/07/2020,Bihar,48477,16845,31350,282
2250,01/08/2020,Bihar,51233,17579,33358,296
2251,02/08/2020,Bihar,54240,18937,34994,309
2252,03/08/2020,Bihar,57024,20306,36389,329
2253,04/08/2020,Bihar,59328,20770,38228,330
2254,05/08/2020,Bihar,61788,21093,40348,347
2255,06/08/2020,Bihar,64770,22001,42414,355
2256,07/08/2020,Bihar,67788,23888,43537,363
2257,08/08/2020,Bihar,71304,26453,44482,369
2258,09/08/2020,Bihar,75294,26669,48243,382
2259,10/08/2020,Bihar,79451,27906,51158,387
2260,11/08/2020,Bihar,82550,28065,54088,397
2261,12/08/2020,Bihar,86413,29291,56709,413
2262,13/08/2020,Bihar,90321,30119,59786,416
2263,14/08/2020,Bihar,94193,31483,62284,426
2264,15/08/2020,Bihar,98008,32636,64930,442
2265,16/08/2020,Bihar,101551,32591,68510,450
2266,17/08/2020,Bihar,103844,31059,72324,461
2267,18/08/2020,Bihar,106307,29387,76452,468
2268,19/08/2020,Bihar,109498,28692,80330,476
2269,20/08/2020,Bihar,112437,27546,84404,487
2270,21/08/2020,Bihar,114941,26789,87660,492
2271,22/08/2020,Bihar,117413,25363,91552,498
2272,23/08/2020,Bihar,119529,24168,94858,503
2273,24/08/2020,Bihar,121947,23111,98325,511
2274,25/08/2020,Bihar,123198,21392,101292,514
2275,26/08/2020,Bihar,124536,19716,104301,519
2276,27/08/2020,Bihar,126714,19823,106361,530
2277,28/08/2020,Bihar,128780,19067,109175,538
2278,29/08/2020,Bihar,131057,18047,112452,558
2279,30/08/2020,Bihar,133003,17670,114772,561
2280,31/08/2020,Bihar,135035,17333,117124,578
2281,01/09/2020,Bihar,136457,16335,119540,582
2282,02/09/2020,Bihar,138349,16168,121560,621
2283,03/09/2020,Bihar,141441,17001,123794,646
2284,04/09/2020,Bihar,142967,17319,124976,672
2285,05/09/2020,Bihar,144104,17032,126371,701
2286,06/09/2020,Bihar,145832,16594,128503,735
2287,07/09/2020,Bihar,147661,16426,130485,750
2288,08/09/2020,Bihar,149027,16121,132145,761
2289,09/09/2020,Bihar,150502,15346,134391,765
2290,10/09/2020,Bihar,152192,15626,135791,775
2291,11/09/2020,Bihar,153568,15239,137544,785
2292,12/09/2020,Bihar,155445,15190,139458,797
2293,13/09/2020,Bihar,156703,14396,141499,808
2294,14/09/2020,Bihar,158285,14113,143350,822
2295,15/09/2020,Bihar,160366,13975,145560,831
2296,16/09/2020,Bihar,160871,13055,146980,836
2297,17/09/2020,Bihar,162463,12959,148656,848
2298,18/09/2020,Bihar,164051,13156,150040,855
2299,19/09/2020,Bihar,165218,12609,151750,859
2300,20/09/2020,Bihar,166788,12629,153298,861
2301,21/09/2020,Bihar,169024,13005,155155,864
2302,22/09/2020,Bihar,169651,12539,156242,870
